姓名,学号,证件号,学校,性别,年龄,居住地,家庭规模,父母婚姻状况,母亲受教育水平,父亲受教育水平,母亲工作,父亲工作
poH/QKdqAQd+SNQiQBgLTdTfT5/vbPzuUHnJyQ1jck8=,zyG8Uz97jz5sO8CEjhYMzuGoqO7mVJu0TsRHQaAvuuk=,GSjhliU063LDge1qKXnV/MdwjwmTxCJlQQraAdqVFx0=,GP,F,17,U,GT3,T,4,4,teacher,services
6i1dN6whlLUbHAYCkAzM2JSt9BBJ/Gm4mP2jYy4tmlk=,CKb3ewwRasJv/THz45QMCUiOu1GlJolsIsog2hsCHZU=,xkbsLQXL9bhQf7/oCySbNWlMuj/7/tedvNMFNoND07M=,GP,M,17,R,GT3,T,1,1,other,other
XCPVL3DdvUso/0C32m1Ko3727eULgi72rxXNKbEYD5k=,c31Ww8vJ4SAARZ1Z3tKhM30OKabXPrrVL2SO4u0ZSzc=,rQ9XBtaaPRj7aeR62ZoZIfgg1hl68bS1Tt3BT/koZ/k=,GP,F,17,U,GT3,T,3,3,services,other
x4BmqysueGvKSpjXHALUZL2nzS22kC7+u2f7Wd14Byg=,IqkOrYKBYxNFLCYkbDyEwPrij1Xh87WnLity8nKeomk=,D8Ov5cEkzPyRWHZMEIBzDmwxF99QZRjTPe9wPaCcqd8=,GP,F,17,U,GT3,T,1,1,at_home,other
ZotcuKOLM5EDXV+g95pNiP5+gNsop1+yTQTVO70/q4k=,31cFXmwtjmK67uaMLVk385qSKITlROxEIJG8YODb3bE=,kngDr7+jzML4cOfWdapmbSlHROfAkBpi6Z9eSzbnJE0=,GP,F,18,U,GT3,T,2,1,other,other
/EmnvI9cX5bknoF2hlQxQ6Mi8hcEiroAJuBQ4MvPKHs=,jC407QC+cvh/jtZu61hcj+DfjXRd2tV+HmpO8R1RHBI=,M1+Bdvhv6CGveTsg+3MBSQuBYk3KhaGhQuZirqzenuE=,GP,M,16,U,GT3,T,2,1,other,other
ckjAWdykPwFIoRsqtlETgluNyn29rkPSrPR/h/GvUfY=,aPrXhPwr4+SP/IvjZlJdOg0oSXWZ794/aVwxIVJPu/c=,+X9cpc7cSYjtSs4G9mYZKAHKc77ZI3rEgHOm0DfpurM=,GP,F,17,U,GT3,T,1,1,other,services
7F2Vk3Kax9qN5qFdmqaKBwrSp1FOWZhZC2Hl3iYXcCw=,3+e28nFT2d2ICTm6tb2eoFrTDBcswQI2CO4iONBTZrg=,QhLT0w8yNnWnQOH8rxGHvUVXjGr5p8PWwkIpDds7kf0=,GP,M,17,U,GT3,T,2,3,other,other
3fnWrsWmNjxBP1H1SWxgwoQMe5FkvHZvgS6qHxTrSbo=,g4ZttsqCkVKyBnOPYT9pUAFQROk2unFkeHLeBJYN0I0=,fF+6ilQKMbDpKB6uW/Q2dW8CgXQgHmP5UFyVrZESUlk=,GP,M,22,U,GT3,T,3,1,services,services
GXjOGfNvUpvSza0+V8w+nwt7Yd2TMjoO+cdyrm56Mps=,+gp2/1s0Cqq2OvDWPyPkQEJo8B5BqeAHE3ttuTlZLAo=,55O6OjVnH8LUBNSW11vPqy2Hq9p+9nMsljlqDOn/unY=,GP,M,18,R,LE3,T,3,3,other,services
U6BSjEhyluOGttHFTqFKMcK4EiLbc5AbsCFCQPWRlCQ=,mdYVbUj7u2nN55FHx7gWmOBsA76fNYl6cdR/fkSdJcc=,pFGTj7XzoVXxiL3FOrnoTmAQBw/4+UeedKHskeP1w3Q=,GP,M,16,U,GT3,T,0,2,other,other
Kvl/pD6vn8i9S1r1+yq2NH2RYORTOuBWwtcgcN3HL7c=,hURuCXqXmttaIan7XiRVRrgu8zGlG/WggfCwOz8aR5w=,CGhtsmAKadtD+K7ojTPCAVA5ZqDmiLU8oWTQBL+B46c=,GP,M,18,U,GT3,T,3,2,services,other
HBHA1wKI+X9pgAfRnCMJ4uR9UO6UJREvTehosCQVDco=,aOkEt/FlwyF8KM7EZWP24BRqNZVkOQQ5tswZl3LErnw=,FJmWpOSAKnr0c7AofNrZTB+n+ffj9/uua6pB00JNsRw=,GP,M,16,U,GT3,T,3,3,at_home,other
9AmwzNKyMSlxVsuHY4ilAFrrjLAHLb/VDIRRbPoFCxI=,sFUaxXmytHdUgZBGp+JPRx7IofUCMNGRxLld0b3Zlc8=,hYDBRPNszSvQR1RnKrAoXIqlTs/FdWxI765Dv0z0Ru0=,GP,M,18,U,GT3,T,2,1,services,services
nLSVdmcbdcXcVC4fr6pQcTwa6Er9DpNJruP65vPA8zE=,6vHmsPs4keaHlxIYL3Zxo7W8N71KQn0mtbunqrGWv3Y=,dA55g0seteH1lqh+sx/TNEaYLLjWvvi6qX+lmsbbPf8=,GP,M,16,R,GT3,T,2,1,other,other
OZtY37tCqGr/FeP9cQ9y8kD4t+F26LQeHRuu5LTAI+c=,whf3F8wpSA46HshJwFFeqRPwodmovvtZzU1eU38R/vQ=,FaWU6nalfrmI4PA68zhNcQ043SDf2T8ArDJWCOg7kUc=,GP,M,17,R,GT3,T,2,1,other,other
+StV0lZJcH7RfrzeFMXwltZsaFM75uflNlvASC0bQIg=,XoX6u4mn72ta2QjI0w5USLwtaSTi0uOPXaBsEoEWtv8=,HJFZZpjRd5VhZ3IQb4t1LYPyzepo98Mxnr85JwSdbwU=,GP,M,17,U,LE3,T,1,1,health,other
MRC12V63ZN/Laup7rothpByWQLSNqGecDTwxyJmw7zU=,0dFSF9j2z3hCT0uIPGfsmM9UFlcF8dTyvHaX8VwyhS8=,wFWaE0oExcXxSg2A2k/bd2573w/GKjRODwIlciC4ke8=,GP,F,18,U,LE3,A,2,1,other,other
l+X43YNxwA5Aawvehn0V/H7QkMGcJK4ZSgEQZV45isA=,wGF/TSAIhKebDCerld/SkUylNbbtftx3ocKck/667PE=,YwlhDO8KyR0WwrMj/DF6+jz3eCtMOk6Fe7EcmKa+6h0=,GP,F,17,U,LE3,T,4,2,teacher,services
NiaQwwSrI63ar8mp05kQJgKourg5vnW6dssndNQrU2I=,DjvzUy78aIv3mNif8fgoDMZ2A4uP6+lE6+z0WZ8sA0E=,maXlbNBzdSscTstC+KdTX4VBpPIyl4fWLVO/RpM1b9s=,GP,F,19,U,GT3,T,2,2,services,services
MM3z0D1R30zMNFrUUCBF6pZhYUyi+khsk3va+W68h7g=,s7u0AXXKkZCH398Xd87lXZ9FLZa9T8ULpkAu3deBLRI=,bbBy6wsPvXeTc7fKR1iTmCNy2PAnFxvUkcS+LGpEtgE=,GP,M,18,U,LE3,T,2,1,services,other
hYL+VL3zZAIAczrllg7wtkNt/nxzg8N8G369dLlZkkc=,dpWDWAvJZLgIkgG0z6b/Osss0rKHnNFfjepsagnKeeE=,NcMTSSEkvXHT6Xctw3MyXVfv+sxTgm1nkPdnxrUEpVM=,GP,F,17,R,GT3,T,4,2,other,other
kzd6WYqsePsU6i7TjGeHAmcxhqGmUSzijtqZsQ9c63o=,doUj3CdW8K4EUkDfXbplY0CxBYNGTvUwOZ9c1XzDGBQ=,w5c+/xer7yYgqEEEtXK9OYFGc+i/z2aIGOsESGpQguQ=,GP,F,18,U,LE3,T,1,1,other,at_home
YN6JQxe5rAdpVMPBFIXKqxOtk8gg/h3+touWsg+cAa4=,qOSQf9BmBf1ik7f4Ye4KU0/e2vwvyouiaIwwYFmFe0Q=,VSLwVbHJD4qg/GOM7+DR9X9AsSwvxpNeTm5KdFsdH1o=,GP,F,18,R,GT3,T,2,2,other,other
mW0Cnp+tsZSXsDlq6wy4zSTLhNOQ8D4W79o9+8vR2b0=,QHlIKrMEQQZFMxVB7ynPAF6DguxKtJZfwcdKTYtefJg=,Ku4bFtp5wu+iKy0mWMF6BTUaj9Epaxl7kgg7qAP5EuQ=,GP,M,19,U,LE3,A,4,3,services,at_home
ILcbOCCB+jWuSqFHfRRXEXwuLAViV+K+VD5WhxDqFuY=,jpMXBGEm/vbu7yKF8U1LgBXXJsPcKB3vXP8mfdiu184=,j6jvcb2TzzWEXnkRXpShjhcnR1VbcjnpZ9ceMIUI6xs=,GP,M,18,U,GT3,T,2,1,other,other
f1bRcl3j2L11UNTfSAdnDk0aoZ/XhN4VLLKymh8BnC0=,G+cmXYQdJ2L9EENQkg+obaZhrWO2nDWaKF6hDIV+iC8=,xAS7LN698Ea5LMcksfla2JBK1cRXTVdOk7lbTMxaDuc=,GP,M,17,R,GT3,T,2,2,other,services
Vh9VwnShfJBBQYpnAUpVI3NCTvSkvGawGcm4jMjoPPQ=,d/5J0MFP9OYd7iORtFC6DUFTr+qJaHst7sz5bauJ2VM=,MdjSOCkaLpye2t75pyXhBtANNTmUnnUzlK6oOLfEu0w=,GP,F,17,U,LE3,T,2,2,services,services
AD2HQOzErFflynI4c2Wc00W5FnQ/enpoJNGCF/jh5DA=,VP2594otj/H83mXwkJcv3/tEEZi7jC5Pr46Idjg7kGs=,DG8ecu4QsMnJNnuGpxmHrSN1LKcQQdexO6midRityJU=,GP,F,20,R,GT3,T,2,1,other,other
tZOFLVdalPVbSUOwWuRU0jEvo1cp1wHXGVSaPCia9sw=,V8VcGILtidhBa/Fat58FeRL2mNFmo7f6j26jrggYl5o=,FCR51GesBH5QRLDUUcbdXbbtQYNcgsfJIkclDp9cF5I=,GP,F,18,U,GT3,T,4,3,services,other
exLZVg/eWjsIv30HnnttWmyS3tfXXjQhAUi+Z3LwE6Q=,BTUyI6aio7pI0pm6RPTsS1H+vcINIeKL9h5q+MPqPxE=,ot8JW5+aQsr1xNZIdHess+PjGXf48280zAtsx8MJR5k=,GP,M,18,U,GT3,T,4,3,teacher,other
wILzfAUK6jf1IHZCvTUTyb9Q39PvsvqNpt6qB6SkQ2s=,zolqSuKLuIpjBXeK6TFc/OVvyCYltJpEpAXpsr6QyKo=,J3gF5IE6q+LheTG8XZOWXtLnxMrgqOq/qG8TnaG/uHc=,GP,M,18,R,GT3,T,3,2,other,other
UCUPXs3whUrtwtxh1nCR/ZsHDk5Z5wHVS9ty6MBe31c=,VWpicySl8zXXW0NCfUiUg1pzCIbua5dDJ2ZAv+YJRGY=,Klqs8ZJWAHAxGASQSoSX2if+4OZjHpYcbIO99B5CVOo=,GP,F,17,U,GT3,T,3,3,other,other
DwhInaMIvGGKhrW+8rEP9f17l2GkRMA490+RIRIcI+M=,q4pTFJIrCriNSRQVsJbv2voURzzCsfkEf2go/Tp1sp8=,FIcpqjx+nm8hIGsazKtX4d9WG21KWhzHL4SCPy9T994=,GP,F,18,U,GT3,T,2,2,at_home,services
7BY0PdfOzg+IU7QBqPglIBl15O7z9UX+VV8eJOeAPl0=,KZFVGTHEpC6/8cH/O3iW0rlawKF/G0K2uG/U4HwcAcU=,/oyKcnhasFTybWOoWYHIMghbonJwqpDFWEE04ars2eU=,GP,M,17,U,GT3,T,2,2,other,other
pAzMiP3TZLl/QIxWMHH1CgtPMERq+z0cOLLMcYL/Lwc=,eFFgpc2igk/sSih/JeJlp+PXCy5QfxfYpKeB52h8uXQ=,I8LuHE+Tg7OiZdEjCMhXdponWUPfNBLrAflRcVpQcS0=,GP,M,18,R,LE3,A,3,4,other,other
BOIAVEkt7Ae2wIINalqE7BuWIHKC7jsREfMTcE7jGgQ=,pdRro+aAszRa07gCinRp3e3C/PPAsjdwRGq57nRXa6s=,rQjvr4KoUi6ZGL+SGyeLCCm84Mm74c5ElVgPz/ZtbtM=,GP,M,17,U,GT3,T,3,1,services,other
ufIhkySiGQrNNvujqHy4aDfKoCryv45zLiai8MMcatc=,Hu3BsTuzqTY1cZrs7GCWJrcQ1BIqLeX7JDAqghwPXNw=,0QUFqFxqiFqv86mh+2L+NbJtCi4XnbbImAnO+FpKQsw=,GP,F,18,R,GT3,T,4,4,teacher,other
RQeVhyDy90DdkdpTvG7hy/Ykml4vreXB613oVTJsx/s=,UqkQaa4FuU2Xyp4RJ9lA0qBOtXkyLnlpiUWqYAPtOkw=,IryxT51+nSShUU0OVmEkUA1r90KAx7YwKlQ/syJNkuk=,GP,M,18,U,GT3,T,4,2,health,other
+UavHLYGoH5v2MOx8JNpojDgAnORCwt3B9+XkODjnYo=,ncrwHUtVRr9ZhOccHqPSvtu8wuqfh7kI+tyUO1DciDQ=,WBomkYPk68LFqL7AunDanpu32p8V2sEKR0F5Hm1ROfY=,GP,F,18,R,GT3,T,2,1,other,other
D1cPvrl1DjKW2/vaAqov3lqsQ0GGRvgP5ehoR/5bvug=,omqwil02xQoSh/oSaSp1mzRb/yzkSL5yX5Wf/7rBnWU=,rdmy4iNG5LKOpkCJ3od9DVulAwrB54jZ0e1eST5aOeA=,GP,F,19,U,GT3,T,3,3,other,services
YDUz4ubpC+W1juZ2OFwxcTxvC3L2KjSq1KPfqH/N8sU=,DIGbHJ3gvIHMosg/PDwzhnQZTkWbwXBpK7iQTRWTDKI=,fi71olhngOfwrd3hv+pyL0VKCv45R2xXZU1dm9PiqtM=,GP,F,18,U,GT3,T,2,3,other,services
TCTMk08HA9KiY1PE9AnVyl/xAcjV5r4KTNGWbOWjWW4=,uTmKPc9EH7JA48/Gg/vDK1qQ9OhaYg38C87OZ0TFjOI=,Bj/I0KD/ADMxBePWhXMEcEunl2HCw3OfwXGDOo6GBT0=,GP,F,18,U,LE3,T,1,1,other,other
Qg9pbA+aILbcs5/OFLPfz9oL3fp5H42/N0O49DIcR6I=,JY/5WsWKrOhAfCuORVLrc8s/J1w7QpxM25oygD73BWU=,cTOG7wJGtaIb6jjjKImG8Rvm5ojSELHBojMfCed8rDY=,GP,M,17,R,GT3,T,1,2,at_home,at_home
5qhu1AUQ8RSLuJLU5FQmeH0x1xosrYv9T6nik/scgVo=,I7/UlweCJbSgL8+by4tIcJa6gO8VGHxhLyziH52sc54=,SzSd/Tc693Ny2FNgFdgi191F9kRZQVhNMdY9YxdvY2w=,GP,F,18,U,GT3,T,2,1,other,other
MWoKax/ZsmJdt24cB3mDJc6Fq7agmubFWnIDepmxIzw=,Pi3GTMrOjx7+01NIqe0ANu0gtLtWRTfY6ErSjpUknvc=,djcUt4eY7ORg9J0Rq90aBX5WggxN5AtAlYFjih2dQrY=,GP,F,17,U,GT3,T,2,4,at_home,health
WU3sATytnepK2g/CkDjQc7xNCqjO2shUIETOsbH/VY0=,379TsYXlSPpue0joe/pf2jkjmtkBBrt4optpuDsPHvw=,+lKOcny5l/BcZ23geU2R8CGmX9u0wcSU+wBHOPO5mUE=,GP,F,17,U,LE3,T,2,2,services,other
Axe1aaGxOruZTIaxVy3JmQQHAduK0Gy/acEowPoK+XM=,kwjHowCZkshaTdYmc3btkN0HILYkz0H9ko2ufnkVLXY=,UzGdWLVMlUViWkW46xIMTShI9wwqfaFKLhtYUeLd7eA=,GP,F,18,R,GT3,A,3,2,other,services
842r5H36zDafxlNFuaEQPGRJ+uhIVsAV1W+AUKxLFCw=,FuScUI7JT9uvByguZHWiiWe0RSS8bf/jpr5yHZp26Qo=,0WI1io+ivPUhpJ9LPR3wZGXKITYCipFk0eV2mtyTOv0=,GP,M,18,U,GT3,T,4,4,teacher,services
sxfo5euDmuVjUxuvIsrhKHxt0mQdvVnbuwP6YR5wgeE=,cRm2bg7MJP9pKhmNCe05uXzW6bIowf10VW0RxXvmwX4=,y1ZfN/JpM4aNs1beUFn6SXxtOCYMLo9phw6dd2oldy0=,GP,F,18,U,GT3,T,4,4,health,health
o5RY71YscOleSEksRyK8G4Fn+98o/95UX9KopDK0EfM=,4CozUzjsxofKonrTH5mUC74ds+z/rjswgxaBGUDQyrQ=,f7aPnRu250nHcy06N7Qgtcq7jIJZk31GrvnS5DJ7xIg=,GP,F,17,U,GT3,T,2,2,other,services
bDv4lqfLxdlr594vq63YboATMGKO92Z2nRcOncIByMo=,z593eeFJcqkwpOZ5BXAn1W6kyeohvP2BKLLo/EbZ/+Q=,hQePywbjFGNK/C/tUmiHy/0pGKwpiVyQLYe4THRR/fc=,GP,F,19,R,GT3,T,3,2,services,services
A/dmT/8XkVJlRjX0u3dPT86nrwtf68fGLZ74RxhQrUY=,vxwgEyzB9JpVSApHmC/lQTT5XDTTRjF7XTK1JsQaNHs=,8IYIglOoa+pshMsAyO3W/xfUhsUGXMfpasHz5l4xL5Y=,GP,M,18,U,LE3,T,4,3,teacher,services
cpZAo6Y9WqtQDlPCRryLOoq4ACAd3O/bD9Va7qwKiMA=,MKk3r4fKFa8MAIN2JaFfi5wNnQr5spLwHlVYHgMVmMo=,NLKvoV2/tMc73sBdb7WXcmUKt04la8ccH2yqDvGgzbQ=,GP,M,18,U,GT3,T,1,2,at_home,other
sAiUBR2Z10FVcJlLB1GZY7KgP7IhmD00hpCwdvsG2rs=,DFS3pyfOYahXkhNiFfD4VbwsFJHpdkyse3qPiK3qrRw=,EukI2KDM6VUY+dVliBCQkB2w0KnTRUH0POrG86+mRQk=,GP,M,17,U,LE3,A,4,1,services,other
PSFDa72pEvbDKHRJfWzeQu2MnEdp9k9jrYoR4kz8vis=,0Z8VZVlpED8igeHEwoenLZ2djYu14ZAV7IY8QZydKOs=,jOTdQIyzz4hm+LlRl+QvLaDpHlVYB5alRcbDFyT0Lk4=,GP,M,17,U,LE3,A,3,2,teacher,services
qLVVO5kxVsaFE2itfXpIiXFAyb6rD/wvEHqpYB/ESQQ=,+8wsm6+YiJRPqqGxJbOAEXpzRunFOVvNqD/1ctP9VRc=,XSHhaeyPQPUnAgtYS7XKZFdtTpxhacxRx5YCg+Q2f3A=,GP,F,18,R,LE3,T,1,1,at_home,other
eQRKLSZzFwuEGJhNnbu8PMvLy32pz5r/mfiT1/V9taA=,TXDveOWXtG+CHpCnxiNBT+sbARYxKLOhGZy1L2HZXQE=,91iVO4AlLIamtcJNN24M9Rk31Yy1AKNVdGJgJ36WpzY=,GP,F,18,U,GT3,T,1,1,other,other
kCIi5c77TGJ3g2xDU5eEPwLpltewlHVBJf+/IaMhNwA=,tYWuFAYiPetHeYnpGNruGxKWFJ9R+wpX5fKZqwGp/Nc=,lrMkVGL8km/rv7j1SfJsVXdsWPTuQScSokRzazul+UY=,GP,F,17,U,GT3,T,2,2,other,other
ai4xrzECwlqxjblf4qdmIrGyQasBP8+YDi5S8YeZqBM=,7qUsTQm+BVjY7rBnEoMcATj3VZKXYikkoV0I11nB5Ds=,t6r/gNL2BL5deD8LL7kJ3X8bCLrddGqGPfby/Q4nLjc=,GP,F,18,U,GT3,T,2,1,other,other
ev7l5nBA7P0FtOQm0h3FKJQSFlRKQU9I20kPfjGGUYM=,572+SSOgMBRPlfH9U58zO4P/MA8NPnFCm1JVThoS3iw=,PfE0GJxai6BZLnEgdUUaz90uDyYTquy9j2cyZDHKDuY=,GP,M,17,U,GT3,T,1,1,other,other
LnL//Vm2oVkqyEw/4aY2dTRFT4lpJ/psO6xG7OQ6kAA=,NfA/rKnHnMc6PpMGHe+iZ5doTtbOk9wmT0EqKwh47XE=,Ltt2mDjbRXg+1XGUZR+HaEB4DZ/+1fKVFohOzQTSvjE=,GP,F,18,U,GT3,T,2,2,at_home,at_home
BjRhpYJmslskNTbLMkMclv0wWOyDZgPXIrbXHYbQlZM=,hOeVl4B+HYf2Mu7OqmZGUDfJOVR8uF6nfG/VysPcdGQ=,UOEjGjNcqy6YEbgArpPNeNRFcbm18A5IOwmdugvGJzo=,GP,F,17,U,GT3,T,1,1,services,teacher
svU9El6/Nl/BcI8/vVzELQn1YjYy7B0n589pSGvPk9w=,Ar4nfLo2OwTPfIk2Woz2PqYbfAJDnt31/SjXOUHfaO4=,P8RpjdapIBGhgmxGBXSQ4POGIL1XwTZQfaCiUB7uKbU=,GP,M,18,U,GT3,T,2,1,services,services
mEZwpyStFgXb80jJQyvOvDVc3EqliLPFpr885LUyTPA=,Ac8g2PxgFdEFck6ndTa8aNiQOrsnVQFiPkCuiTQFsYw=,mTnB6Ve3stW69oiCfNnSyo5OoqSVBAChtOWlF9vc8bU=,GP,M,18,U,LE3,A,4,4,teacher,teacher
uswp34FwnTHm1/0rBhSpKuuwGIkYlk8lMg2KtjrDlDs=,De3hVnq1erXln6sOGAkpiD8R8RGm6KuXJh4i0fMwLR8=,wOY+7g1PM+qbNsFjqlQRcOkUIj4tKQnHczfKC+aZnJU=,GP,M,18,U,GT3,T,4,2,teacher,other
IOYgJ0alzem7caMsTyrzdR9tVHHglFz44IzcZ32NZ1Q=,GvySd0T685gjIK3IkJQ9LE6TLO0XYe6ztPT0Q3fu+Ps=,hxIhmoE3PpOU0gsgeW2Kc96NkoDna81dThaRYhUIxa8=,GP,F,17,U,GT3,T,4,3,health,services
ELhHcC3jeJ9F7FbXf5z5y+dtlPkcE91IeQTJCP8jQPU=,Wh/Fk/bPpW/SzV7BD0cHh0uVjk1Y77RDtMjMB19ULtY=,Xbk1fudn1FQUbCGM39qUMucu/CJSwfM3q0RBm1bTTBg=,GP,F,17,R,LE3,T,3,1,services,other
IsaNR097M6pkCtOTt8YwPA1coPXDEszjV+C3z8sxAo0=,tfbJEEiXN9CIzvT39JlzoIab4PHbhPeu9Oimxkc/RVc=,TfNnIZ/+66cXMDRMlASCM6JLuRzWIZNSFCbL0ZAhDDc=,GP,M,18,R,LE3,T,3,2,services,other
EjEML5EC7RkzUmHdciiMj6gR3FHY9a6XScAnxndw+Yw=,2nEmUdDAyNljX5gR9Iro8nx/5MUq3wesfF/QZmSXn6k=,RZepMZ1W4h2wj+EYEU86AbeDXQ/bRDZ3jHZ4A0Nxm9I=,GP,M,17,U,GT3,T,3,3,health,other
J0cvEQF/CrxnJ+Z6zEUio/XL/p455Pqc3os/ipH4Y8Q=,g3Yeo3XaFbiFF4a0+xLJpFsvxqxDFDjpKGhj7CMJT90=,TIuEQ3Oe3ma7+hO5Ft768UHXCjggcGQYUMEdtPzmsbc=,GP,F,19,U,GT3,T,4,4,health,other
v5OU6nWcZnXtP9tmgsnkD1XoHjMITHJjvByF7DUvcyI=,E6iGu0IphrFM9aKMV9qukTFw3Imtbxrr1NRshF8EzzU=,gtNyKvuZI5rGKEsI7GQhQtzcChueOhh8BwBNLi6rTDk=,GP,F,18,U,LE3,T,4,3,other,other
vM+lN9GPEXJwG9igha2vyHPo9L/XkDRxfWC1bFNGev0=,UNC9sjQlZbx9Aq8+fbULtNcGRPwVpKB2DGZYmLNJZog=,51cY5j0N+EgafF4m91DgXPYwRsJ6kDNewJ5ejHMSZ+Q=,GP,F,18,U,GT3,T,4,3,other,other
2a51xnYJz9UlI231faBYEjHG2w76dcZdVRV8Dqb1lzY=,pZaie9Hnvj7k0FROwpfxqA8huK5bCRjoa9f1sqDJlQ0=,pQBuXPec0Kv58ApZTlW9eBLdyePeGjmBDqf0IpswQkQ=,GP,M,18,U,LE3,T,4,4,teacher,teacher
/KjVT/Wg6kaaKP2xTnsbzbTDW5dICQyvN/TiRYyfTs8=,SuDUI3r0g37P+Y9k8lYvmEo0AUAad0gcx5HEJGHAMA0=,VYkIDWhWku7uFvqit/kSyMyVrusVeQrnPhcvpNcROUk=,GP,F,18,U,LE3,A,4,4,health,other
mKHcUqci7SctrqJMOFFuEt6x7LFWQcKaoWqX4PQNwGQ=,nNvw+VVe+s5lht63lEqrPKlyEDHjxkHGmW7/dIOoCeU=,eoNl7y1O0gb3J3oh8WZOwipuxM+5jFLtRP/ZOiA5PAQ=,GP,M,17,U,LE3,T,4,4,other,teacher
LZ/life6cSZ9ZS7TXlPpub8GbAWlmFevpxAbpRhxeIE=,WRf6FcTS5jJQLDKeM4GIKGLmXZvqBsYI936eegiK87s=,ove54y2CgGFlLQF/d8PXj2QMWLnmfDtH9V+Tk35GWG4=,GP,F,17,R,GT3,T,4,4,services,services
+B8INGm0ysxzEkLN+3hZjhs1SBs1QiGZs1qd45KRkik=,CHpSHHA+tuWkSqdKbttBVPmq6+sQfN0YnpEO1WEFOGc=,dSPp0qrsREdQVYHP55BDKmtB6T1dzJlo4BP0lwKQH78=,GP,F,17,U,GT3,T,4,2,other,other
fBPYyKS0JwnCve4Corq3ft3nTvRionZgMmSEJc8S5U0=,mM725VtiGMyNEglsxledmN66Kc8QgKuHCa3RFLric/k=,ZHwpuFTz8WR2GEx66Rmoy2demzCdxTZHlr5LTx1b2d4=,GP,F,17,U,GT3,T,3,2,health,health
wXKZB3n01XQU9lh7t/5/mcZvPmV5DoRZm35Md8hRVaA=,wzYKasb5nmu8pNVdB0OSDgBg2vuqySL5E1hr4EcT77k=,GcXsPz2dQvB8dB2KWFdjjW/sDT0tn/rxRJ8AZZRAGac=,GP,M,19,R,LE3,T,2,1,at_home,services
gEg6tePhMgNxkeziqqYuKulGBHZzDZcDx+v93jXuWeE=,zAVTEImshYhcYoW3xrRdoRBCYHRcp9e/Z1O7xASuFOg=,Gbg6UzPPzjocsezNwjodIhf36Y/Ub3qLaCUe2xyTJWg=,GP,M,20,U,GT3,A,3,2,services,other
uGbj6msUvlNwgwhi7S+lcBboTHsjkMJFavWu0ashkj0=,aILFHavFY4CvSosHbSIRPo3hjQcuCgVKs/44ThxoIi8=,xeYQ9RQyF38st+vx+s1BXHkzXyh0TCon16HuRA/qhOw=,GP,M,19,R,GT3,T,3,3,other,services
MuIZqZpPupbBHWqvxMq018wrmeS9Alv6tgqIE5Ho7Nk=,8HNLYEOZ0rodtQx0nTPzXIBwbt3+Dm66aQCqFuRJw0s=,QxL2o4gHQFdLGGAgPxwCvs6TXCMcDr2QnT8vso7nL6o=,GP,F,18,U,GT3,T,1,4,other,teacher
hEAFZY51AGJzzDXdkRkYD9zlLI23Gnyve96CrInhb9I=,J1fyZFrY0DmPSfzXNhkkklKiVTulgMLQTcR5Y5X/bik=,W8iuFq7MgINmDrVqzZjJSzM9Emy2KWX2KmoPCBi/odE=,GP,F,18,U,GT3,T,2,1,services,other
dN66JF8y8LdjNG/AmLfWHcYPBPOKiCu6yFDkDCzYvhE=,yR1pQe23a28zqQMYZ+Q1NYjNxkmKdifTzmi/jjk+aSU=,Ij2KqojkHAf5PaMHgJ69HzKrdZP3ieLI9h0/oZP8RUM=,GP,F,17,U,GT3,T,2,3,other,other
Ky4OZYyP+mDol6zW9e2GTkaJVThydRmwoHtIG+iEWdg=,RKOmQmYFeFRkDUY6TXFCxpaQwjxktl9ynFXmNUGzZbY=,+ZwBX3gMMUQEpE+aAse9IaHX0GT+BQoeHcrntGDvC+8=,GP,F,17,R,GT3,T,4,4,teacher,teacher
aNoEdllRS1P7FyUJt5l5hp+1Gfw8lEqIO2wlPRRmLQ0=,u8QWOJ4jeuZH6cKAf/Op1FFeFrNlDseJlEs2Q6ZI6so=,OSph2iUjj5u7fDnWkL2c5pYz74TaEZBkf/TZnlA+Jf0=,GP,F,18,U,GT3,T,4,3,other,other
G78s5I0vehNLD6ps9L1pTBJWgqYhPyBiGli8XazX38U=,tltkeXYLoTPw4mr5mnPAc//HcdbBFqEFB2cM+aDonpM=,hHSJp8LCPlOm1O500KnHUmTGUoZWF0/OQLixIpdN3cY=,GP,F,18,U,LE3,T,4,3,health,services
yDFnLIwBtGVnsRFlxv2+oyiWU43qBHjcG4PFQKg3k0c=,gtRo7k7OoKnP+2f7B34vZn7cnRSz0drdK/qC5pc4Pdk=,ABvyYMwD50f7lS9ETN2C1XTswxu4FujwkDHUBzcl3Fc=,GP,F,17,R,GT3,T,3,4,at_home,services
vJ4UcZTl4Oc8zJOXaNYm9KL/NobYRo4if1rY6n+dVC8=,RaNOLBIErDHUWLZK1TNfztlx3ZOf49FBMjNGj3g4rSg=,jQLPz3MU+mYEA8ta7S0fkKEiWtLh8k3whfDa8xOJpXA=,GP,F,18,U,GT3,T,3,3,at_home,other
hVHKGNqTeJBYNaPYOvIQa0UvAZesx70Vybr8pPcz/AY=,ZDf5uOK+CRBzEEb9pW3fIyxMuq/ysbbLIkLD5ypnLqw=,xJiUKa2iC7JFpq6lgdb3J/qq2RUublX2HFWbkKqSAkM=,GP,M,19,U,GT3,T,4,2,health,other
